lake_ID,year,ANC,Ca_mgL,Cl_mgL,DIN_mgL,DOC_mgL,DON_mgL,F_mgL,K_mgL,Mg_mgL,NH4_N_mgL,NH4_mgL,NO3_N_mgL,NO3_mgL,Na_mgL,PO4_mgL,SO4_mgL,TDN_mgL,TP_mgL,cond_uScm,pH,z_ANC,z_Ca_mgL,z_Cl_mgL,z_DIN_mgL,z_DOC_mgL,z_DON_mgL,z_F_mgL,z_K_mgL,z_Mg_mgL,z_NH4_N_mgL,z_NH4_mgL,z_NO3_N_mgL,z_NO3_mgL,z_Na_mgL,z_PO4_mgL,z_SO4_mgL,z_TDN_mgL,z_TP_mgL,z_cond_uScm,z_pH
BLODGETT LAKE,2018,91.67333333,2.08,0.08,NA,0.753333333,NA,0.03,0.15,0.243333333,NA,0.006666667,NA,0.033333333,0.233333333,0,0.58,0.076666667,NA,11.91,6.66,-0.172870535,-0.067251473,-0.405216737,NA,-0.44425421,NA,0.218762853,-0.352708011,-0.278751671,NA,-0.428917447,NA,-0.546959339,-0.550882521,-0.1699893,-0.380577754,-0.759583188,NA,-0.317619032,-0.407854469
BLODGETT LAKE,2019,73.28,1.53,0.065,NA,0.57,NA,0,0.13,0.255,NA,0.03,NA,0.075,0.215,0,0.535,0.09,NA,9.52,6.76,-0.274333812,-0.268031886,-0.615964954,NA,-0.613467198,NA,-0.40706698,-0.512566823,-0.259797258,NA,0.905598912,NA,-0.41378663,-0.60432438,-0.1699893,-0.397959893,-0.624163777,NA,-0.442549783,-0.205804102
BLODGETT LAKE,2020,74.565,1.9,0.05,NA,0.73,NA,0.005,0.15,0.25,NA,0.01,NA,0.09,0.2,0,0.63,0.08,NA,10.845,6.76,-0.267245357,-0.132961426,-0.82671317,NA,-0.465790409,NA,-0.302762008,-0.352708011,-0.267920578,NA,-0.238272253,NA,-0.365844455,-0.648049538,-0.1699893,-0.361264267,-0.725728335,NA,-0.373289011,-0.205804102
BLODGETT LAKE,2021,75.14,1.453333333,0.06,NA,0.773333333,NA,0.016666667,0.13,0.236666667,NA,0.02,NA,0.083333333,0.24,0,0.613333333,0.093333333,NA,9.856666667,6.77,-0.26407348,-0.296019458,-0.686214359,NA,-0.425794611,NA,-0.05938374,-0.512566823,-0.289582763,NA,0.333663329,NA,-0.387152089,-0.531449117,-0.1699893,-0.367702096,-0.590308924,NA,-0.424951449,-0.185599065
BLODGETT LAKE,2022,95.87333333,2.15,0.07,NA,0.663333333,NA,0.036666667,0.14,0.24,NA,0.016666667,NA,0.1,0.25,0,0.56,0.066666667,NA,12.42,6.796666667,-0.149702045,-0.041697602,-0.545715548,NA,-0.527322404,NA,0.357836149,-0.432637417,-0.284167217,NA,0.143018135,NA,-0.333883005,-0.502299012,-0.1699893,-0.388303149,-0.861147746,NA,-0.290960169,-0.131718967
BLODGETT LAKE,2023,80.75333333,1.916666667,0.063333333,NA,0.536666667,NA,0.013333333,0.13,0.29,NA,0.02,NA,0.06,0.246666667,0,0.51,0.09,NA,11.30333333,6.77,-0.233108609,-0.126877171,-0.639381422,NA,-0.644233196,NA,-0.128920388,-0.512566823,-0.20293402,NA,0.333663329,NA,-0.461728806,-0.512015714,-0.1699893,-0.407616636,-0.624163777,NA,-0.349330882,-0.185599065
BLUE LAKE,1992,NA,NA,0.09,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,0.81,NA,NA,12.63,7.26,NA,NA,-0.264717926,-0.769421384,NA,0.093243367,NA,NA,NA,-0.807921611,NA,-0.626662505,-0.653497506,NA,-0.1699893,-0.291735713,NA,NA,-0.27998299,0.804447736
BLUE LAKE,1995,NA,0.6,0.03,0.11,NA,-0.11,0.02,0.02,0.02,0.01,0.01,0.1,0.44,0.22,0,0.82,NA,NA,5.8,5.95,NA,-0.607533311,-1.107710792,1.085771318,NA,-1.236730887,0.010152908,-1.391790292,-0.641593282,0.030261872,-0.238272253,1.144154373,0.752806297,-0.589749327,-0.1699893,-0.287873016,NA,NA,-0.637002668,-1.842412079
BLUE LAKE,1996,NA,0.7225,0.0525,0.11,NA,-0.11,0.02,0.055,0.065,0.01,0.01,0.105,0.4625,0.2,0,0.7675,NA,NA,6.405,6.265,NA,-0.562814037,-0.791588468,1.085771318,NA,-1.236730887,0.010152908,-1.11203737,-0.568483405,0.030261872,-0.238272253,1.232695217,0.82471956,-0.648049538,-0.1699893,-0.308152178,NA,NA,-0.605377938,-1.205953421
BLUE LAKE,1997,NA,0.64,0.055,0.13,NA,-0.13,0.02,0.07,0.055,0.01,0.01,0.12,0.54,0.235,0,0.92,NA,NA,6.07,6.27,NA,-0.592931099,-0.756463765,1.423079083,NA,-1.478544387,0.010152908,-0.992143261,-0.584730045,0.030261872,-0.238272253,1.498317748,1.072420798,-0.54602417,-0.1699893,-0.249246042,NA,NA,-0.622889152,-1.195850903
BLUE LAKE,1998,NA,0.805,0.065,0.125,NA,-0.125,0.02,0.07,0.07,0.02,0.02,0.105,0.465,0.255,0,0.995,NA,NA,6.7,6.315,NA,-0.532696975,-0.615964954,1.338752142,NA,-1.418091012,0.010152908,-0.992143261,-0.560360086,0.868445355,0.333663329,1.232695217,0.832709923,-0.487723959,-0.1699893,-0.220275811,NA,NA,-0.589957615,-1.104928238
BLUE LAKE,1999,NA,0.803333333,0.063333333,0.163333333,NA,-0.163333333,0.01,0.063333333,0.073333333,0.026666667,0.033333333,0.136666667,0.613333333,0.24,0,1.053333333,NA,NA,6.9,6.266666667,NA,-0.533305401,-0.639381422,1.985258689,NA,-1.881566888,-0.198457036,-1.045429532,-0.554944539,1.427234344,1.096244106,1.793453894,1.306804765,-0.531449117,-0.1699893,-0.197743409,NA,NA,-0.579503159,-1.202585915
BLUE LAKE,2000,26.9,1.125,0.08,0.11,NA,-0.11,0.025,0.09,0.09,0,0,0.11,0.49,0.225,0,1.215,NA,NA,7.59,6.14,-0.530180139,-0.41587928,-0.405216737,1.085771318,NA,-1.236730887,0.114457881,-0.832284448,-0.527866807,-0.807921611,-0.810207836,1.32123606,0.912613548,-0.575174275,-0.1699893,-0.135296467,NA,NA,-0.543435285,-1.458516381
BLUE LAKE,2001,33.075,1.1275,0.07,0.18,NA,-0.18,0.045,0.1425,0.12,0.005,0.0075,0.1725,0.7675,0.36,0,1.405,NA,NA,9.325,6.54,-0.496116942,-0.414966642,-0.545715548,2.266348493,NA,-2.083078139,0.531677769,-0.412655066,-0.479126889,-0.388829869,-0.381256149,2.427996609,1.799543787,-0.181647855,-0.1699893,-0.061905216,NA,NA,-0.452742878,-0.650314911
BLUE LAKE,2002,22.6,1.29,0.065,0.265,NA,-0.265,0,0.105,0.115,0.01,0.015,0.25,1.115,0.38,0,1.855,NA,NA,11,6.54,-0.55390026,-0.355645157,-0.615964954,3.69990649,NA,-3.110785517,-0.40706698,-0.712390339,-0.487250209,0.030261872,0.047695538,3.800379689,2.910204178,-0.123347645,-0.1699893,0.111916168,NA,NA,-0.365186808,-0.650314911
BLUE LAKE,2003,29.65,1.555,0.165,0.2,NA,-0.2,0.015,0.095,0.12,0,0,0.2,0.87,0.51,0,2.625,NA,NA,10.58,6.545,-0.515010294,-0.258905503,0.789023156,2.603656257,NA,-2.32489164,-0.094152064,-0.792319745,-0.479126889,-0.807921611,-0.810207836,2.91497125,2.127148651,0.255603722,-0.1699893,0.40934387,NA,NA,-0.387141165,-0.640212392
BLUE LAKE,2004,23.375,1.365,0.07,0.215,NA,-0.215,0.035,0.125,0.14,0,0,0.215,0.965,0.425,0,2.015,NA,NA,11.09,6.59,-0.549625122,-0.328266009,-0.545715548,2.85663708,NA,-2.506251765,0.323067825,-0.552531527,-0.44663361,-0.807921611,-0.810207836,3.180593782,2.430782426,0.007827828,-0.1699893,0.173719327,NA,NA,-0.360482302,-0.549289727
BLUE LAKE,2005,26.17,1.21,0.07,0.1,NA,-0.1,0.05,0.12,0.12,0,0,0.1,0.88,0.38,0,1.68,NA,NA,10.15,6.605,-0.534207043,-0.38484958,-0.545715548,0.917117436,NA,-1.115824136,0.635982742,-0.59249623,-0.479126889,-0.807921611,-0.810207836,1.144154373,2.159110101,-0.123347645,-0.1699893,0.044318963,NA,NA,-0.409618246,-0.518982172
BLUE LAKE,2007,41.38,1.38,NA,0.02,NA,-0.02,NA,0.07,0.13,0.02,0.02,0,NA,0.43,NA,NA,NA,NA,10.5,6.8,-0.450304011,-0.32279018,NA,-0.43211362,NA,-0.148570134,NA,-0.992143261,-0.46288025,0.868445355,0.333663329,-0.626662505,NA,0.022402881,NA,NA,NA,NA,-0.391322948,-0.124983955
BLUE LAKE,2008,37.435,1.32,0.06,0.185,NA,-0.185,0.01,0.11,0.12,0.015,0.02,0.165,0.74,0.43,0.005,1.725,NA,NA,10.63,6.585,-0.472065843,-0.344693498,-0.686214359,2.350675434,NA,-2.143531514,-0.198457036,-0.672425636,-0.479126889,0.449353614,0.333663329,2.295185343,1.7116498,0.022402881,1.128369088,0.061701101,NA,NA,-0.384527551,-0.559392245
BLUE LAKE,2009,37.96,1.095,0.055,0.065,NA,-0.065,0.035,0.1,0.1,0,0,0.065,0.295,0.41,0.005,1.495,NA,NA,9.99,6.755,-0.469169782,-0.426830939,-0.756463765,0.326828849,NA,-0.69265051,0.323067825,-0.752355042,-0.511620168,-0.807921611,-0.810207836,0.524368465,0.289365271,-0.03589733,1.128369088,-0.027140939,NA,NA,-0.417981811,-0.21590662
BLUE LAKE,2010,38.405,0.995,0.05,0.095,NA,-0.095,0.03,0.08,0.12,0,0.005,0.09,0.4,0.32,0,1.185,NA,NA,7.74,6.58,-0.466715025,-0.463336469,-0.82671317,0.832790495,NA,-1.055370761,0.218762853,-0.912213855,-0.479126889,-0.807921611,-0.524240044,0.967072685,0.624960497,-0.298248276,-0.1699893,-0.14688456,NA,NA,-0.535594443,-0.569494764
BLUE LAKE,2011,37.88,0.51,0.045,0.1,NA,-0.1,0.035,0.07,0.03,0.02,0.05,0.08,0.365,0.27,0,1.04,NA,NA,7.285,6.625,-0.469611086,-0.640388287,-0.896962576,0.917117436,NA,-1.115824136,0.323067825,-0.992143261,-0.625346643,0.868445355,2.049470077,0.789990997,0.513095422,-0.443998802,-0.1699893,-0.202893673,NA,NA,-0.559378331,-0.478572098
BLUE LAKE,2016,47.935,1.12,0.065,0.145,0.51,0.02,0.035,0.125,0.1,0.015,0.02,0.13,0.56,0.39,0,1.52,0.16,NA,9.58,6.81,-0.414144617,-0.417704557,-0.615964954,1.676059906,-0.668845994,0.335056868,0.323067825,-0.552531527,-0.511620168,0.449353614,0.333663329,1.675399436,1.136343698,-0.09419754,-0.1699893,-0.017484196,0.086788131,NA,-0.439413446,-0.104778918
BLUE LAKE,2017,51.895,1.14,0.04,0.145,0.58,0.03,0.035,0.14,0.16,0.035,0.045,0.105,0.475,0.375,0,1.825,0.175,NA,11.06,6.35,-0.392300041,-0.410403451,-0.967211981,1.676059906,-0.604237399,0.455963618,0.323067825,-0.432637417,-0.414140332,2.125720579,1.763502285,1.232695217,0.864671373,-0.137922698,-0.1699893,0.100328076,0.239134968,NA,-0.362050471,-1.034210609
BLUE LAKE,2018,93.955,2.925,0.075,0.115,0.615,0.06,0.01,0.09,0.11,0.01,0.01,0.105,0.475,0.41,0,1.77,0.175,NA,16.82,6.46,-0.160284161,0.241220252,-0.475466143,1.170098259,-0.571933101,0.818683869,-0.198457036,-0.832284448,-0.495373528,0.030261872,-0.238272253,1.232695217,0.864671373,-0.03589733,-0.1699893,0.07908324,0.239134968,NA,-0.060962133,-0.811955205
BLUE LAKE,2019,42.175,1.16,0.06,0.175,0.595,0.05,0,0.11,0.17,0.02,0.025,0.155,0.695,0.415,0,1.5,0.225,NA,9.8,6.315,-0.445918547,-0.403102345,-0.686214359,2.182021552,-0.5903927,0.697777119,-0.40706698,-0.672425636,-0.397893692,0.868445355,0.61963112,2.118103655,1.567823274,-0.021322277,-0.1699893,-0.025209591,0.746957759,NA,-0.427913545,-1.104928238
BLUE LAKE,2020,49.635,0.945,0.06,0.125,0.59,0.045,0.03,0.095,0.175,0.015,0.015,0.11,0.48,0.41,0,1.49,0.17,NA,9.19,6.445,-0.404766895,-0.481589234,-0.686214359,1.338752142,-0.5950076,0.637323744,0.218762853,-0.792319745,-0.389770373,0.449353614,0.047695538,1.32123606,0.880652098,-0.03589733,-0.1699893,-0.029072288,0.188352689,NA,-0.459799636,-0.84226276
BLUE LAKE,2021,46.275,1.16,0.07,0.13,0.69,0.07,0.03,0.1,0.14,0.015,0.025,0.11,0.49,0.42,0,1.855,0.19,NA,11.07,6.4,-0.423301687,-0.403102345,-0.545715548,1.423079083,-0.502709606,0.939590619,0.218762853,-0.752355042,-0.44663361,0.449353614,0.61963112,1.32123606,0.912613548,-0.006747225,-0.1699893,0.111916168,0.391481805,NA,-0.361527748,-0.933185425
BLUE LAKE,2022,55.915,2.35,0.08,0.165,0.675,0.04,0.025,0.085,0.165,0.03,0.03,0.145,0.635,0.445,0,1.72,0.205,NA,13.625,6.67,-0.370124486,0.031313457,-0.405216737,2.01336767,-0.516554305,0.576870368,0.114457881,-0.872249151,-0.406017012,1.706628838,0.905598912,1.941021968,1.376054574,0.066128038,-0.1699893,0.059769753,0.543828643,NA,-0.22797207,-0.387649433
BLUE LAKE,2023,54.875,1.855,0.08,0.17,0.75,0.06,0.035,0.075,0.2,0.015,0.025,0.155,0.67,0.455,0,1.605,0.23,NA,12.87,6.735,-0.375861446,-0.149388914,-0.405216737,2.097694611,-0.44733081,0.818683869,0.323067825,-0.952178558,-0.349153774,0.449353614,0.61963112,2.118103655,1.487919649,0.095278143,-0.1699893,0.015348732,0.797740038,NA,-0.267437642,-0.256316694
BOOTH LAKE,1995,NA,1.363333333,0.063333333,NA,NA,NA,0.02,0.15,0.53,NA,0.013333333,NA,0.08,0.223333333,0,0.453333333,NA,NA,11.28666667,6.52,NA,-0.328874435,-0.639381422,NA,NA,NA,0.010152908,-0.352708011,0.186985324,NA,-0.047627059,NA,-0.397805905,-0.580032626,-0.1699893,-0.429505255,NA,NA,-0.350202087,-0.690724984
BOOTH LAKE,1996,NA,1.25,0.015,NA,NA,NA,0.02,0.125,0.46,NA,0.01,NA,0.14,0.19,0,0.48,NA,NA,9.935,6.06,NA,-0.370247368,-1.318459009,NA,NA,NA,0.010152908,-0.552531527,0.073258848,NA,-0.238272253,NA,-0.206037205,-0.677199643,-0.1699893,-0.419204729,NA,NA,-0.420856787,-1.620156675
BOOTH LAKE,1997,NA,1.23,0.056666667,NA,NA,NA,0.02,0.253333333,0.47,NA,0.01,NA,0.113333333,0.25,0,0.503333333,NA,NA,10.71333333,6.673333333,NA,-0.377548474,-0.733047296,NA,NA,NA,0.010152908,0.473229187,0.089505488,NA,-0.238272253,NA,-0.291267739,-0.502299012,-0.1699893,-0.410191768,NA,NA,-0.380171528,-0.38091442
BOOTH LAKE,1998,NA,1.296666667,0.046666667,NA,NA,NA,0.02,0.146666667,0.516666667,NA,0.013333333,NA,0.176666667,0.243333333,0,0.533333333,NA,NA,11.2,6.806666667,NA,-0.353211455,-0.873546107,NA,NA,NA,0.010152908,-0.379351146,0.165323138,NA,-0.047627059,NA,-0.088845221,-0.521732415,-0.1699893,-0.398603676,NA,NA,-0.354732351,-0.11151393
BOOTH LAKE,1999,NA,1.28,0.05,NA,NA,NA,0.01,0.133333333,0.44,NA,0.01,NA,0.29,0.223333333,0,0.58,NA,NA,10.85,6.713333333,NA,-0.35929571,-0.82671317,NA,NA,NA,-0.198457036,-0.485923688,0.04076557,NA,-0.238272253,NA,0.273384546,-0.580032626,-0.1699893,-0.380577754,NA,NA,-0.37302765,-0.300094273
BOOTH LAKE,2000,107.7,1.726666667,0.07,NA,NA,NA,0.036666667,0.19,0.556666667,NA,0,NA,0.113333333,0.21,0,0.536666667,NA,NA,11.54666667,6.623333333,-0.084462518,-0.196237677,-0.545715548,NA,NA,NA,0.357836149,-0.032990386,0.230309695,NA,-0.810207836,NA,-0.291267739,-0.618899433,-0.1699893,-0.39731611,NA,NA,-0.336611294,-0.481939604
BOOTH LAKE,2001,105,1.523333333,0.046666667,NA,NA,NA,0.036666667,0.18,0.57,NA,0,NA,0.116666667,0.276666667,0,0.56,NA,NA,13.16666667,7.313333333,-0.099356548,-0.270465588,-0.873546107,NA,NA,NA,0.357836149,-0.112919792,0.251971881,NA,-0.810207836,NA,-0.280613922,-0.424565398,-0.1699893,-0.388303149,NA,NA,-0.251930199,0.912207932
BOOTH LAKE,2002,131.6,1.72,0.05,NA,NA,NA,0.025,0.22,0.66,NA,0,NA,0.055,0.3,0,0.555,NA,NA,15.15,7.125,0.047377224,-0.198671379,-0.82671317,NA,NA,NA,0.114457881,0.206797833,0.398191635,NA,-0.810207836,NA,-0.477709531,-0.356548486,-0.1699893,-0.390234498,NA,NA,-0.148256842,0.53167974
BOOTH LAKE,2003,101.67,1.406666667,0.066666667,NA,NA,NA,0.006666667,0.203333333,0.52,NA,0,NA,0.146666667,0.256666667,0,0.54,NA,NA,12.67333333,7.006666667,-0.117725851,-0.313055372,-0.592548485,NA,NA,NA,-0.267993684,0.073582155,0.170738684,NA,-0.810207836,NA,-0.184729572,-0.482865609,-0.1699893,-0.396028544,NA,NA,-0.277717857,0.292586805
BOOTH LAKE,2004,102.0733333,1.556666667,0.043333333,NA,NA,NA,0.023333333,0.206666667,0.573333333,NA,0.01,NA,0.096666667,0.29,0,0.533333333,NA,NA,12.81666667,7.09,-0.11550094,-0.258297078,-0.920379044,NA,NA,NA,0.079689556,0.100225291,0.257387428,NA,-0.238272253,NA,-0.344536822,-0.385698591,-0.1699893,-0.398603676,NA,NA,-0.270225497,0.460962111
BOOTH LAKE,2005,93.485,1.5,0.05,NA,NA,NA,0.04,0.18,0.53,NA,0.025,NA,0.24,0.27,0,0.545,NA,NA,12.29,6.95,-0.162876825,-0.278983544,-0.82671317,NA,NA,NA,0.427372797,-0.112919792,0.186985324,NA,0.61963112,NA,0.113577296,-0.443998802,-0.1699893,-0.394097195,NA,NA,-0.297755565,0.178091596
BOOTH LAKE,2006,91.01,1.405,0.04,NA,NA,NA,0.01,0.16,0.475,NA,0,NA,0.15,0.245,0,0.475,NA,NA,11.52,6.895,-0.176529685,-0.313663798,-0.967211981,NA,NA,NA,-0.198457036,-0.272778605,0.097628807,NA,-0.810207836,NA,-0.174075755,-0.516874065,-0.1699893,-0.421136077,NA,NA,-0.338005221,0.066963894
BOOTH LAKE,2007,122.005,1.635,NA,NA,NA,NA,NA,0.15,0.605,NA,0.015,NA,NA,0.28,NA,NA,NA,NA,13.045,7.15,-0.005551744,-0.22970108,NA,NA,NA,NA,NA,-0.352708011,0.308835119,NA,0.047695538,NA,NA,-0.414848697,NA,NA,NA,NA,-0.258289993,0.582192332
BOOTH LAKE,2008,113.3433333,1.433333333,0.036666667,NA,NA,NA,0.016666667,0.196666667,0.503333333,NA,0,NA,0.056666667,0.266666667,0.003333333,0.413333333,NA,NA,12.43333333,7.116666667,-0.053332158,-0.303320564,-1.014044918,NA,NA,NA,-0.05938374,0.020295885,0.143660952,NA,-0.810207836,NA,-0.472382622,-0.453715503,0.695582958,-0.444956045,NA,NA,-0.290263205,0.514842209
BOOTH LAKE,2009,119.2866667,1.47,0.043333333,NA,NA,NA,0.046666667,0.186666667,0.516666667,NA,0,NA,0.01,0.28,0.003333333,0.396666667,NA,NA,12.37333333,7.133333333,-0.020546906,-0.289935203,-0.920379044,NA,NA,NA,0.566446093,-0.059633522,0.165323138,NA,-0.810207836,NA,-0.621536056,-0.414848697,0.695582958,-0.451393874,NA,NA,-0.293399542,0.54851727
BOOTH LAKE,2010,117.09,1.74,0.05,NA,NA,NA,0.02,0.195,0.505,NA,0.015,NA,0.055,0.245,0,0.41,NA,NA,13.615,6.745,-0.032664394,-0.191370273,-0.82671317,NA,NA,NA,0.010152908,0.006974317,0.146368725,NA,0.047695538,NA,-0.477709531,-0.516874065,-0.1699893,-0.446243611,NA,NA,-0.228494793,-0.236111657
BOOTH LAKE,2011,107.1,2.85,0.03,NA,NA,NA,0.03,0.24,0.27,NA,0.02,NA,0,0.39,0,0.38,NA,NA,11.3,6.92,-0.087772303,0.213841105,-1.107710792,NA,NA,NA,0.218762853,0.366656645,-0.235427299,NA,0.333663329,NA,-0.653497506,-0.09419754,-0.1699893,-0.457831703,NA,NA,-0.349505123,0.117476486
BOOTH LAKE,2016,125.0466667,1.483333333,0.066666667,NA,0.773333333,NA,0.023333333,0.196666667,0.516666667,NA,0.016666667,NA,0.04,0.336666667,0,0.42,0.053333333,NA,13.37,6.936666667,0.011227024,-0.285067799,-0.592548485,NA,-0.425794611,NA,0.079689556,0.020295885,0.165323138,NA,0.143018135,NA,-0.525651706,-0.249664767,-0.1699893,-0.442380913,-0.996567157,NA,-0.241301502,0.151151547
BOOTH LAKE,2017,118.7133333,1.466666667,0.033333333,NA,0.6,NA,0.023333333,0.18,0.54,NA,0.013333333,NA,0.046666667,0.263333333,0,0.356666667,0.073333333,NA,12.56,7.066666667,-0.023709588,-0.291152054,-1.060877855,NA,-0.5857778,NA,0.079689556,-0.112919792,0.203231963,NA,-0.047627059,NA,-0.504344072,-0.463432205,-0.1699893,-0.466844664,-0.79343804,NA,-0.283642049,0.413817025
BOOTH LAKE,2018,148.15,2.336666667,0.083333333,NA,0.713333333,NA,0,0.186666667,0.67,NA,0.01,NA,0.066666667,0.263333333,0,0.363333333,0.076666667,NA,17.59333333,6.836666667,0.138672108,0.026446053,-0.3583838,NA,-0.481173407,NA,-0.40706698,-0.059633522,0.414438274,NA,-0.238272253,NA,-0.440421172,-0.463432205,-0.1699893,-0.464269532,-0.759583188,NA,-0.020538235,-0.05089882
BOOTH LAKE,2019,105.4633333,2.183333333,0.036666667,NA,0.73,NA,0,0.14,0.61,NA,0.02,NA,0.103333333,0.193333333,0,0.376666667,0.076666667,NA,14.00666667,6.81,-0.096800659,-0.029529092,-1.014044918,NA,-0.465790409,NA,-0.40706698,-0.432637417,0.316958438,NA,0.333663329,NA,-0.323229189,-0.667482941,-0.1699893,-0.459119269,-0.759583188,NA,-0.208021483,-0.104778918
BOOTH LAKE,2020,109.725,1.805,0.045,NA,0.71,NA,0.015,0.22,0.83,NA,0.015,NA,0.095,0.205,0,0.38,0.09,NA,13.65,6.85,-0.073291996,-0.167641679,-0.896962576,NA,-0.484250007,NA,-0.094152064,0.206797833,0.674384504,NA,0.047695538,NA,-0.34986373,-0.633474485,-0.1699893,-0.457831703,-0.624163777,NA,-0.226665263,-0.023958771
BOOTH LAKE,2021,126.0066667,1.62,0.073333333,NA,1.076666667,NA,0.033333333,0.166666667,0.553333333,NA,0.01,NA,0.073333333,0.28,0,0.36,0.083333333,NA,13.34,6.763333333,0.016522679,-0.235176909,-0.498882611,NA,-0.145824031,NA,0.288299501,-0.219492334,0.224894149,NA,-0.238272253,NA,-0.419113539,-0.414848697,-0.1699893,-0.465557098,-0.691873482,NA,-0.24286967,-0.19906909
BOOTH LAKE,2022,125.98,2.033333333,0.073333333,NA,0.82,NA,0.013333333,0.16,0.473333333,NA,0.016666667,NA,0.093333333,0.256666667,0,0.32,0.09,NA,14.04666667,6.676666667,0.016375577,-0.084287387,-0.498882611,NA,-0.382722214,NA,-0.128920388,-0.272778605,0.094921034,NA,0.143018135,NA,-0.355190639,-0.482865609,-0.1699893,-0.481007888,-0.624163777,NA,-0.205930592,-0.374179408
BOOTH LAKE,2023,133.96,2.125,0.055,NA,0.97,NA,0.04,0.145,0.59,NA,0.015,NA,0.06,0.32,0,0.315,0.1,NA,15.27,6.84,0.060395709,-0.050823985,-0.756463765,NA,-0.244275224,NA,0.427372797,-0.392672714,0.28446516,NA,0.047695538,NA,-0.461728806,-0.298248276,-0.1699893,-0.482939236,-0.522599219,NA,-0.141984168,-0.044163808
BROOKLYN LAKE,1991,102.1,2.3,0.17,NA,NA,NA,0,0.18,0.19,NA,0.03,NA,0.73,0.35,0.03,2.05,NA,NA,17.18,6.52,-0.115353838,0.013060692,0.859272562,NA,NA,NA,-0.40706698,-0.112919792,-0.365400414,NA,0.905598912,NA,1.67968835,-0.210797961,7.620161028,0.187238768,NA,NA,-0.042144112,-0.690724984
BROOKLYN LAKE,1992,NA,4.826666667,0.203333333,NA,NA,NA,0.01,0.22,0.47,NA,0.023333333,NA,0.156666667,0.596666667,0,5.506666667,NA,NA,35.39,7.253333333,NA,0.93543374,1.327601932,NA,NA,NA,-0.198457036,0.206797833,0.089505488,NA,0.524308523,NA,-0.152768122,0.508237966,-0.1699893,1.522444513,NA,NA,0.909734124,0.790977711
BROOKLYN LAKE,1993,NA,4.375,0.14,NA,NA,NA,0,0.175,0.45,NA,0.01,NA,0.23,0.55,0,4.115,NA,NA,29.19,7.17,NA,0.770550431,0.437776129,NA,NA,NA,-0.40706698,-0.152884495,0.057012209,NA,-0.238272253,NA,0.081615846,0.372204142,-0.1699893,0.984885787,NA,NA,0.585645982,0.622602405
BROOKLYN LAKE,1994,NA,4.78,0.143333333,NA,NA,NA,0,0.21,0.456666667,NA,0.02,NA,0.206666667,0.586666667,0,4.883333333,NA,NA,30.41333333,7.016666667,NA,0.918397826,0.484609066,NA,NA,NA,-0.40706698,0.126868426,0.067843302,NA,0.333663329,NA,0.007039129,0.479087861,-0.1699893,1.281669707,NA,NA,0.649592406,0.312791842
BROOKLYN LAKE,1995,NA,3.393333333,0.066666667,NA,NA,NA,0.02,0.14,0.333333333,NA,0.01,NA,0.376666667,0.376666667,0,3.436666667,NA,NA,22.43666667,6.57,NA,0.412187816,-0.592548485,NA,NA,NA,0.010152908,-0.432637417,-0.132531917,NA,-0.238272253,NA,0.55038378,-0.133064347,-0.1699893,0.722866145,NA,NA,0.232633845,-0.5896998
BROOKLYN LAKE,1996,NA,4.953333333,0.103333333,NA,NA,NA,0.02,0.16,0.486666667,NA,0.01,NA,0.053333333,0.496666667,0,5.65,NA,NA,32.41,6.506666667,NA,0.981674077,-0.077386178,NA,NA,NA,0.010152908,-0.272778605,0.11658322,NA,-0.238272253,NA,-0.483036439,0.216736915,-0.1699893,1.577809843,NA,NA,0.753962727,-0.717665033
BROOKLYN LAKE,1997,NA,5.65,0.073333333,NA,NA,NA,0.02,0.13,0.483333333,NA,0.07,NA,0.356666667,0.513333333,0,7.516666667,NA,NA,32.88,6.86,NA,1.235995933,-0.498882611,NA,NA,NA,0.010152908,-0.512566823,0.111167673,NA,3.193341242,NA,0.48646088,0.265320423,-0.1699893,2.298846697,NA,NA,0.778530699,-0.003753734
BROOKLYN LAKE,1998,NA,6.763333333,0.096666667,NA,NA,NA,0.02,0.173333333,0.633333333,NA,0.016666667,NA,0.126666667,0.613333333,0.006666667,8.693333333,NA,NA,42.96666667,6.983333333,NA,1.642424163,-0.171052052,NA,NA,NA,0.010152908,-0.166206063,0.354867264,NA,0.143018135,NA,-0.248652472,0.556821475,1.561155217,2.753357428,NA,NA,1.305783772,0.245441719
BROOKLYN LAKE,1999,NA,7.45,0.07,NA,NA,NA,0.01,0.16,0.82,NA,0.05,NA,0.18,0.48,0,12.14,NA,NA,50.8,7.07,NA,1.893095466,-0.545715548,NA,NA,NA,-0.198457036,-0.272778605,0.658137864,NA,2.049470077,NA,-0.078191405,0.168153406,-0.1699893,4.084700476,NA,NA,1.715249972,0.420552038
BROOKLYN LAKE,2000,217.6,7.116666667,0.133333333,NA,NA,NA,0.04,0.233333333,0.633333333,NA,0.046666667,NA,0.13,0.573333333,0,9.593333333,NA,NA,45.06666667,6.833333333,0.521779642,1.771410367,0.344110255,NA,NA,NA,0.427372797,0.313370374,0.354867264,NA,1.858824882,NA,-0.237998655,0.440221054,-0.1699893,3.101000197,NA,NA,1.415555562,-0.057633832
