lake_ID,year,ANC,Ca_mgL,Cl_mgL,DIN_mgL,DOC_mgL,DON_mgL,F_mgL,K_mgL,Mg_mgL,NH4_N_mgL,NH4_mgL,NO3_N_mgL,NO3_mgL,Na_mgL,PO4_mgL,SO4_mgL,TDN_mgL,TP_mgL,cond_uScm,pH,z_ANC,z_Ca_mgL,z_Cl_mgL,z_DIN_mgL,z_DOC_mgL,z_DON_mgL,z_F_mgL,z_K_mgL,z_Mg_mgL,z_NH4_N_mgL,z_NH4_mgL,z_NO3_N_mgL,z_NO3_mgL,z_Na_mgL,z_PO4_mgL,z_SO4_mgL,z_TDN_mgL,z_TP_mgL,z_cond_uScm,z_pH
UPPER GRIZZLY LAKE,1994,66.1,1.75,0.07,NA,NA,NA,0,0.115,0.185,NA,0.005,NA,0.38,0.185,0,1.6,NA,NA,13.85,6.7,-0.313940897,-0.18771972,-0.545715548,NA,NA,NA,-0.40706698,-0.632460933,-0.373523733,NA,-0.524240044,NA,0.561037597,-0.691774695,-0.1699893,0.013417384,NA,NA,-0.216210807,-0.327034322
UPPER GRIZZLY LAKE,1995,46.1,1.28,0.04,NA,NA,NA,0,0.09,0.135,NA,0,NA,0.445,0.12,0,1.025,NA,NA,11,5.85,-0.424267041,-0.35929571,-0.967211981,NA,NA,NA,-0.40706698,-0.832284448,-0.45475693,NA,-0.810207836,NA,0.768787022,-0.881250379,-0.1699893,-0.208687719,NA,NA,-0.365186808,-2.044462447
UPPER GRIZZLY LAKE,1996,62.45,1.715,0.08,NA,NA,NA,0,0.095,0.175,NA,0.01,NA,0.24,0.16,0,1.365,NA,NA,NA,6.925,-0.334075419,-0.200496656,-0.405216737,NA,NA,NA,-0.40706698,-0.792319745,-0.389770373,NA,-0.238272253,NA,0.113577296,-0.764649958,-0.1699893,-0.077356006,NA,NA,NA,0.127579005
UPPER GRIZZLY LAKE,1997,29.8,1.03,0.06,NA,NA,NA,0,0,0.11,NA,0,NA,0.5,0.21,0,0.84,NA,NA,NA,6.65,-0.514182848,-0.450559533,-0.686214359,NA,NA,NA,-0.40706698,-1.551649104,-0.495373528,NA,-0.810207836,NA,0.944574998,-0.618899433,-0.1699893,-0.280147621,NA,NA,NA,-0.428059506
UPPER GRIZZLY LAKE,1998,50.85,1.55,0.07,NA,NA,NA,0,0.11,0.16,NA,0,NA,0.255,0.16,0,1.335,NA,NA,NA,6.77,-0.398064582,-0.26073078,-0.545715548,NA,NA,NA,-0.40706698,-0.672425636,-0.414140332,NA,-0.810207836,NA,0.161519471,-0.764649958,-0.1699893,-0.088944098,NA,NA,NA,-0.185599065
UPPER GRIZZLY LAKE,1999,58,1.83,0.06,NA,NA,NA,0,0.11,0.17,NA,0.01,NA,0.56,0.15,0,1.18,NA,NA,NA,6.74,-0.358622986,-0.158515297,-0.686214359,NA,NA,NA,-0.40706698,-0.672425636,-0.397893692,NA,-0.238272253,NA,1.136343698,-0.793800063,-0.1699893,-0.148815909,NA,NA,NA,-0.246214175
UPPER GRIZZLY LAKE,2000,NA,2.04,0.1,NA,NA,NA,0,0.125,0.205,NA,0.025,NA,0.27,0.205,0,1.79,NA,NA,14.85,6.775,NA,-0.081853685,-0.124219115,NA,NA,NA,-0.40706698,-0.552531527,-0.341030455,NA,0.61963112,NA,0.209461646,-0.633474485,-0.1699893,0.086808635,NA,NA,-0.163938526,-0.175496547
UPPER GRIZZLY LAKE,2001,NA,1.94,0.05,NA,NA,NA,0,0.11,0.2,NA,0.02,NA,0.32,0.17,0,1.58,NA,NA,14.1,6.82,NA,-0.118359214,-0.82671317,NA,NA,NA,-0.40706698,-0.672425636,-0.349153774,NA,0.333663329,NA,0.369268896,-0.735499853,-0.1699893,0.005691989,NA,NA,-0.203142737,-0.084573881
UPPER GRIZZLY LAKE,2002,NA,1.865,0.125,NA,NA,NA,0,0.14,0.205,NA,0.02,NA,0.25,0.23,0,1.565,NA,NA,14,6.985,NA,-0.145738361,0.227027912,NA,NA,NA,-0.40706698,-0.432637417,-0.341030455,NA,0.333663329,NA,0.145538746,-0.560599222,-0.1699893,-0.000102057,NA,NA,-0.208369965,0.248809225
UPPER GRIZZLY LAKE,2003,NA,1.915,0.125,NA,NA,NA,0,0.155,0.21,NA,0.02,NA,0.4,0.235,0,1.73,NA,NA,14.95,6.84,NA,-0.127485597,0.227027912,NA,NA,NA,-0.40706698,-0.312743308,-0.332907135,NA,0.333663329,NA,0.624960497,-0.54602417,-0.1699893,0.06363245,NA,NA,-0.158711298,-0.044163808
UPPER GRIZZLY LAKE,2004,NA,1.93,0.08,NA,NA,NA,0,0.12,0.2,NA,0.02,NA,0.89,0.22,0,1.86,NA,NA,15,6.56,NA,-0.122009767,-0.405216737,NA,NA,NA,-0.40706698,-0.59249623,-0.349153774,NA,0.333663329,NA,2.191071551,-0.589749327,-0.1699893,0.113847517,NA,NA,-0.156097684,-0.609904837
UPPER GRIZZLY LAKE,2005,26.38,1.42,0.08,NA,NA,NA,0,0.09,0.16,NA,0,NA,0.14,0.15,0,1.45,NA,NA,11.3,6.65,-0.533048619,-0.308187968,-0.405216737,NA,NA,NA,-0.40706698,-0.832284448,-0.414140332,NA,-0.810207836,NA,-0.206037205,-0.793800063,-0.1699893,-0.044523078,NA,NA,-0.349505123,-0.428059506
UPPER GRIZZLY LAKE,2006,NA,2.7,0.1,NA,NA,NA,0,0.16,0.29,NA,0,NA,0.1,0.27,0,2.98,NA,NA,20,6.96,NA,0.159082811,-0.124219115,NA,NA,NA,-0.40706698,-0.272778605,-0.20293402,NA,-0.810207836,NA,-0.333883005,-0.443998802,-0.1699893,0.546469629,NA,NA,0.105263721,0.198296633
UPPER GRIZZLY LAKE,2007,NA,2.21,0.06,NA,NA,NA,0,0.11,0.23,NA,0,NA,0.09,0.22,0,2.13,NA,NA,17.2,6.83,NA,-0.019794284,-0.686214359,NA,NA,NA,-0.40706698,-0.672425636,-0.300413856,NA,-0.810207836,NA,-0.365844455,-0.589749327,-0.1699893,0.218140347,NA,NA,-0.041098666,-0.064368845
UPPER GRIZZLY LAKE,2016,71.13,1.9,0.05,NA,0.32,NA,0.23,0.12,0.2,NA,0.07,NA,0.01,0.23,0,1.78,0.04,NA,12.69,7.09,-0.286193872,-0.132961426,-0.82671317,NA,-0.844212182,NA,4.390961741,-0.59249623,-0.349153774,NA,3.193341242,NA,-0.621536056,-0.560599222,-0.1699893,0.082945937,-1.131986568,NA,-0.276846653,0.460962111
UPPER GRIZZLY LAKE,2017,56.4,1.655,0.06,NA,0.305,NA,0.185,0.1,0.195,NA,0.015,NA,0.165,0.19,0,1.515,0.065,NA,10.365,6.835,-0.367449077,-0.222399974,-0.686214359,NA,-0.858056881,NA,3.452216991,-0.752355042,-0.357277094,NA,0.047695538,NA,-0.12613358,-0.677199643,-0.1699893,-0.019415545,-0.878075172,NA,-0.398379706,-0.054266326
UPPER GRIZZLY LAKE,2018,95.125,2.225,0.085,NA,1.02,NA,0.105,0.165,0.26,NA,0.01,NA,0.065,0.2,0,1.665,0.1,NA,14.75,6.73,-0.153830081,-0.014318455,-0.334967332,NA,-0.198126227,NA,1.783337436,-0.232813902,-0.251673938,NA,-0.238272253,NA,-0.445748081,-0.648049538,-0.1699893,0.038524917,-0.522599219,NA,-0.169165754,-0.266419212
UPPER GRIZZLY LAKE,2019,59.39,1.635,0.04,NA,0.395,NA,0.04,0.08,0.18,NA,0.03,NA,0.255,0.125,0,1.14,0.135,NA,9.705,6.76,-0.350955319,-0.22970108,-0.967211981,NA,-0.774988687,NA,0.427372797,-0.912213855,-0.381647053,NA,0.905598912,NA,0.161519471,-0.866675326,-0.1699893,-0.164266698,-0.167123265,NA,-0.432879411,-0.205804102
UPPER GRIZZLY LAKE,2020,70.7,1.895,0.065,NA,0.745,NA,0.125,0.13,0.19,NA,0.04,NA,0.135,0.19,0,1.435,0.105,NA,11.485,6.895,-0.288565884,-0.134786703,-0.615964954,NA,-0.45194571,NA,2.200557324,-0.512566823,-0.365400414,NA,1.477534494,NA,-0.22201793,-0.677199643,-0.1699893,-0.050317124,-0.471816939,NA,-0.339834751,0.066963894
UPPER GRIZZLY LAKE,2021,80.545,1.945,0.075,NA,0.825,NA,0.07,0.12,0.18,NA,0.035,NA,0.065,0.24,0,1.465,0.125,NA,12.615,6.77,-0.23425784,-0.116533938,-0.475466143,NA,-0.378107315,NA,1.05320263,-0.59249623,-0.381647053,NA,1.191566703,NA,-0.445748081,-0.531449117,-0.1699893,-0.038729032,-0.268687823,NA,-0.280767074,-0.185599065
UPPER GRIZZLY LAKE,2022,104.705,2.215,0.075,NA,0.86,NA,0.09,0.13,0.225,NA,0.03,NA,0.165,0.24,0,1.62,0.08,NA,14.465,6.98,-0.100983858,-0.017969008,-0.475466143,NA,-0.345803017,NA,1.470422519,-0.512566823,-0.308537176,NA,0.905598912,NA,-0.12613358,-0.531449117,-0.1699893,0.021142778,-0.725728335,NA,-0.184063354,0.238706707
UPPER GRIZZLY LAKE,2023,103.6,2.3,0.05,NA,0.58,NA,0.06,0.13,0.25,NA,0.02,NA,0.04,0.21,0,1.66,0.06,NA,14.44,6.83,-0.107079378,0.013060692,-0.82671317,NA,-0.604237399,NA,0.844592686,-0.512566823,-0.267920578,NA,0.333663329,NA,-0.525651706,-0.618899433,-0.1699893,0.036593568,-0.928857451,NA,-0.185370161,-0.064368845
UPPER LAKE,1995,NA,1.38,0.03,0.055,NA,-0.055,0.02,0.05,0.205,0.01,0.01,0.05,0.21,0.26,0,0.87,NA,NA,11.56,6.325,NA,-0.32279018,-1.107710792,0.158174967,NA,-0.57174376,0.010152908,-1.152002073,-0.341030455,0.030261872,-0.238272253,0.258745934,0.017692946,-0.473148907,-0.1699893,-0.268559529,NA,NA,-0.33591433,-1.084723201
UPPER LAKE,1996,NA,1.58,0.07,0.065,NA,-0.065,0.02,0.09,0.185,0.01,0.01,0.055,0.245,0.265,0,0.87,NA,NA,9.425,6.525,NA,-0.249779121,-0.545715548,0.326828849,NA,-0.69265051,0.010152908,-0.832284448,-0.373523733,0.030261872,-0.238272253,0.347286778,0.129558021,-0.458573854,-0.1699893,-0.268559529,NA,NA,-0.44751565,-0.680622466
UPPER LAKE,1997,NA,1.38,0.03,0.065,NA,-0.065,0.02,0.0875,0.16,0.01,0.01,0.055,0.2525,0.25,0,0.7825,NA,NA,9.4975,6.4625,NA,-0.32279018,-1.107710792,0.326828849,NA,-0.69265051,0.010152908,-0.8522668,-0.414140332,0.030261872,-0.238272253,0.347286778,0.153529108,-0.502299012,-0.1699893,-0.302358131,NA,NA,-0.44372591,-0.806903945
UPPER LAKE,1998,NA,1.985,0.045,0.065,NA,-0.065,0.035,0.095,0.28,0.015,0.015,0.05,0.23,0.315,0,1.24,NA,NA,12.45,6.77,NA,-0.101931726,-0.896962576,0.326828849,NA,-0.69265051,0.323067825,-0.792319745,-0.21918066,0.449353614,0.047695538,0.258745934,0.081615846,-0.312823329,-0.1699893,-0.125639724,NA,NA,-0.289392,-0.185599065
UPPER LAKE,1999,NA,1.58,0.035,0.065,NA,-0.065,0.04,0.075,0.205,0.015,0.02,0.05,0.235,0.32,0,1.225,NA,NA,9.25,6.715,NA,-0.249779121,-1.037461387,0.326828849,NA,-0.69265051,0.427372797,-0.952178558,-0.341030455,0.449353614,0.333663329,0.258745934,0.097596571,-0.298248276,-0.1699893,-0.13143377,NA,NA,-0.456663299,-0.296726767
UPPER LAKE,2000,78.1,1.82,0.115,0.095,NA,-0.095,0.06,0.14,0.205,0.02,0.03,0.07,0.315,0.355,0,1.235,NA,NA,12.37,6.83,-0.247745211,-0.16216585,0.086529101,0.832790495,NA,-1.055370761,0.844592686,-0.432637417,-0.341030455,0.868445355,0.905598912,0.612909309,0.353288171,-0.196222908,-0.1699893,-0.127571073,NA,NA,-0.293573783,-0.064368845
UPPER LAKE,2001,79.45,2.06,0.13,0.095,NA,-0.095,0.055,0.15,0.24,0.005,0.005,0.09,0.4,0.38,0,1.6,NA,NA,15.05,6.91,-0.240298196,-0.074552579,0.297277318,0.832790495,NA,-1.055370761,0.740287714,-0.352708011,-0.284167217,-0.388829869,-0.524240044,0.967072685,0.624960497,-0.123347645,-0.1699893,0.013417384,NA,NA,-0.15348407,0.097271449
UPPER LAKE,2002,106.7,2.605,0.23,0.105,NA,-0.105,0.07,0.235,0.315,0.005,0.01,0.1,0.44,0.46,0,2.02,NA,NA,17.55,7.03,-0.089978825,0.124402557,1.702265428,1.001444377,NA,-1.176277511,1.05320263,0.326691942,-0.162317422,-0.388829869,-0.238272253,1.144154373,0.752806297,0.109853196,-0.1699893,0.175650676,NA,NA,-0.022803368,0.339731891
UPPER LAKE,2003,64.65,1.265,0.065,0.06,NA,-0.06,0.02,0.08,0.175,0.025,0.03,0.035,0.14,0.345,0,0.82,NA,NA,9.9,6.85,-0.321939543,-0.364771539,-0.615964954,0.242501908,NA,-0.632197135,0.010152908,-0.912213855,-0.389770373,1.287537097,0.905598912,-0.006876598,-0.206037205,-0.225373013,-0.1699893,-0.287873016,NA,NA,-0.422686317,-0.023958771
UPPER LAKE,2004,103.18,2.74,0.12,0.11,NA,-0.11,0.04,0.18,0.33,0,0,0.11,0.48,0.52,0,2.24,NA,NA,18.77,7.12,-0.109396227,0.173685022,0.156778507,1.085771318,NA,-1.236730887,0.427372797,-0.112919792,-0.137947463,-0.807921611,-0.810207836,1.32123606,0.880652098,0.284753827,-0.1699893,0.260630019,NA,NA,0.040968815,0.521577221
UPPER LAKE,2005,93.07,2.23,0.05,0.06,NA,-0.06,0.07,0.13,0.24,0.01,0.03,0.05,0.43,0.4,0,1.5,NA,NA,15.77,7.08,-0.165166092,-0.012493178,-0.82671317,0.242501908,NA,-0.632197135,1.05320263,-0.512566823,-0.284167217,0.030261872,0.905598912,0.258745934,0.720844847,-0.065047435,-0.1699893,-0.025209591,NA,NA,-0.115848028,0.440757074
UPPER LAKE,2006,84.25,1.96,0.03,0.02,NA,-0.02,0.03,0.09,0.22,0,0,0.02,0.07,0.37,0,1.32,NA,NA,12.91,7.09,-0.213819922,-0.111058108,-1.107710792,-0.43211362,NA,-0.148570134,0.218762853,-0.832284448,-0.316660496,-0.807921611,-0.810207836,-0.27249913,-0.429767356,-0.15249775,-0.1699893,-0.094738144,NA,NA,-0.265346751,0.460962111
UPPER LAKE,2007,82.86,1.88,NA,0.01,NA,-0.01,NA,0.08,0.22,0.01,0.02,0,NA,0.35,NA,NA,NA,NA,11.89,7.12,-0.221487589,-0.140262532,NA,-0.600767502,NA,-0.027663383,NA,-0.912213855,-0.316660496,0.030261872,0.333663329,-0.626662505,NA,-0.210797961,NA,NA,NA,NA,-0.318664478,0.521577221
UPPER LAKE,2008,91.78,1.905,0.055,0.045,NA,-0.045,0.05,0.155,0.215,0,0,0.045,0.195,0.375,0,1.25,NA,NA,13.06,7.04,-0.172282129,-0.13113615,-0.756463765,-0.010478915,NA,-0.450837009,0.635982742,-0.312743308,-0.324783815,-0.807921611,-0.810207836,0.17020509,-0.03024923,-0.137922698,-0.1699893,-0.121777026,NA,NA,-0.257505909,0.359936927
UPPER LAKE,2009,93.61,1.86,0.035,0.035,NA,-0.035,0.05,0.1,0.21,0.01,0.01,0.025,0.125,0.34,0,1.29,NA,NA,13.16,6.99,-0.162187287,-0.147563638,-1.037461387,-0.179132797,NA,-0.329930259,0.635982742,-0.752355042,-0.332907135,0.030261872,-0.238272253,-0.183958286,-0.25397938,-0.239948066,-0.1699893,-0.106326237,NA,NA,-0.252278681,0.258911744
UPPER LAKE,2010,102.9,2.045,0.06,0.05,NA,-0.05,0.05,0.1,0.26,0.005,0.015,0.04,0.175,0.375,0,1.35,NA,NA,13.89,7.04,-0.110940793,-0.080028408,-0.686214359,0.073848026,NA,-0.511290385,0.635982742,-0.752355042,-0.251673938,-0.388829869,0.047695538,0.081664246,-0.09417213,-0.137922698,-0.1699893,-0.083150052,NA,NA,-0.214119916,0.359936927
UPPER LAKE,2011,71.17,NA,0.025,0.02,NA,-0.02,0.045,0.07,0.04,0,0,0.02,0.1,0.29,0,0.78,NA,NA,9.87,6.915,-0.28597322,NA,-1.177960198,-0.43211362,NA,-0.148570134,0.531677769,-0.992143261,-0.609100004,-0.807921611,-0.810207836,-0.27249913,-0.333883005,-0.385698591,-0.1699893,-0.303323806,NA,NA,-0.424254485,0.107373968
UPPER LAKE,2016,91.295,1.85,0.04,0.06,0.85,0.085,0.04,0.05,0.19,0.02,0.025,0.04,0.18,0.35,0,1.08,0.145,NA,13.45,6.515,-0.174957538,-0.151214191,-0.967211981,0.242501908,-0.355032816,1.120950745,0.427372797,-1.152002073,-0.365400414,0.868445355,0.61963112,0.081664246,-0.078191405,-0.210797961,-0.1699893,-0.187442883,-0.065558707,NA,-0.237119719,-0.700827502
UPPER LAKE,2017,92.135,1.92,0.05,0.06,1.05,0.055,0.04,0.095,0.225,0.02,0.025,0.04,0.185,0.35,0,1.06,0.115,NA,12.94,7.09,-0.17032384,-0.12566032,-0.82671317,0.242501908,-0.170436829,0.758230494,0.427372797,-0.792319745,-0.308537176,0.868445355,0.61963112,0.081664246,-0.06221068,-0.210797961,-0.1699893,-0.195168278,-0.370252381,NA,-0.263778583,0.460962111
UPPER LAKE,2018,125.455,2.36,0.1,0.06,1.445,0.1,0.015,0.09,0.26,0.015,0.025,0.04,0.185,0.47,0,1.66,0.16,NA,16.78,6.775,0.013479516,0.03496401,-0.124219115,0.242501908,0.194140246,1.30231087,-0.094152064,-0.832284448,-0.251673938,0.449353614,0.61963112,0.081664246,-0.06221068,0.139003301,-0.1699893,0.036593568,0.086788131,NA,-0.063053024,-0.175496547
UPPER LAKE,2019,104.935,2.68,0.035,0.045,0.885,0.05,0.02,0.07,0.21,0.005,0.005,0.035,0.165,0.24,0,0.88,0.095,NA,14.805,6.89,-0.099715108,0.151781705,-1.037461387,-0.010478915,-0.322728518,0.697777119,0.010152908,-0.992143261,-0.332907135,-0.388829869,-0.524240044,-0.006876598,-0.12613358,-0.531449117,-0.1699893,-0.264696831,-0.573381498,NA,-0.166290779,0.056861376
UPPER LAKE,2020,103.47,1.935,0.045,0.065,1.105,0.085,0.035,0.09,0.215,0.03,0.035,0.04,0.165,0.32,0,1.155,0.145,NA,13.445,6.935,-0.107796498,-0.120184491,-0.896962576,0.326828849,-0.119672933,1.120950745,0.323067825,-0.832284448,-0.324783815,1.706628838,1.191566703,0.081664246,-0.12613358,-0.298248276,-0.1699893,-0.158472652,-0.065558707,NA,-0.237381081,0.147784041
UPPER LAKE,2021,110.2,2.925,0.09,0.075,1.525,0.075,0.03,0.105,0.285,0.015,0.015,0.06,0.255,0.325,0,1.165,0.15,NA,16.43,6.895,-0.07067175,0.241220252,-0.264717926,0.495482731,0.267978641,1.000043995,0.218762853,-0.712390339,-0.21105734,0.449353614,0.047695538,0.435827622,0.161519471,-0.283673223,-0.1699893,-0.154609955,-0.014776427,NA,-0.081348322,0.066963894
UPPER LAKE,2022,131.57,3.055,0.065,0.08,1.3,0.07,0.04,0.11,0.29,0.02,0.03,0.06,0.25,0.36,0,0.925,0.15,NA,17.26,6.92,0.047211734,0.288677441,-0.615964954,0.579809672,0.060308155,0.939590619,0.427372797,-0.672425636,-0.20293402,0.868445355,0.905598912,0.435827622,0.145538746,-0.181647855,-0.1699893,-0.247314693,-0.014776427,NA,-0.037962329,0.117476486
UPPER LAKE,2023,124.445,2.675,0.065,0.05,1.125,0.115,0.025,0.105,0.285,0.025,0.035,0.025,0.115,0.35,0,1.37,0.165,NA,16.73,6.895,0.007908046,0.149956428,-0.615964954,0.073848026,-0.101213334,1.483670996,0.114457881,-0.712390339,-0.21105734,1.287537097,1.191566703,-0.183958286,-0.28594083,-0.210797961,-0.1699893,-0.075424657,0.13757041,NA,-0.065666638,0.066963894
UPPER NED WILSON LAKE,1983,14,0.47,0.06,NA,NA,NA,0,0.09,0.09,NA,0.01,NA,0.04,0.2,0,0.42,NA,NA,4.3,NA,-0.601340502,-0.654990499,-0.686214359,NA,NA,NA,-0.40706698,-0.832284448,-0.527866807,NA,-0.238272253,NA,-0.525651706,-0.648049538,-0.1699893,-0.442380913,NA,NA,-0.71541109,NA
UPPER NED WILSON LAKE,1984,12.66666667,0.666666667,0.07,NA,NA,NA,0,0.08,0.133333333,NA,0,NA,0.12,0.173333333,0,0.41,NA,NA,4.233333333,NA,-0.608695578,-0.583196291,-0.545715548,NA,NA,NA,-0.40706698,-0.912213855,-0.457464703,NA,-0.810207836,NA,-0.269960105,-0.725783151,-0.1699893,-0.446243611,NA,NA,-0.718895908,NA
UPPER NED WILSON LAKE,1985,14.42857143,0.445714286,0.068571429,NA,NA,NA,0,0.044285714,0.092857143,NA,0.041428571,NA,0.015714286,0.152857143,0,0.352857143,NA,NA,3.857142857,NA,-0.59897637,-0.663856128,-0.565786807,NA,NA,NA,-0.40706698,-1.19767602,-0.52322491,NA,1.559239577,NA,-0.60327237,-0.785471462,-0.1699893,-0.468316167,NA,NA,-0.738560243,NA
UPPER NED WILSON LAKE,1986,19.375,0.38875,0.09,NA,NA,NA,0,0.0925,0.10625,NA,0.03375,NA,0.1375,0.11125,0,0.35,NA,NA,3.725,5.4,-0.571690351,-0.684651242,-0.264717926,NA,NA,NA,-0.40706698,-0.812302097,-0.501466018,NA,1.120074755,NA,-0.214027567,-0.906756721,-0.1699893,-0.469419795,NA,NA,-0.745467651,-2.953689101
UPPER NED WILSON LAKE,1987,23.675,0.45875,0.08875,NA,NA,NA,0,0.1025,0.08625,NA,0.015,NA,0.02625,0.10375,0,0.3325,NA,NA,4.625,NA,-0.54797023,-0.659097371,-0.282280278,NA,NA,NA,-0.40706698,-0.732372691,-0.533959297,NA,0.047695538,NA,-0.5695987,-0.9286193,-0.1699893,-0.476179516,NA,NA,-0.698422598,NA
UPPER NED WILSON LAKE,1988,22.33333333,0.491666667,0.101666667,NA,NA,NA,0,0.08,0.136666667,NA,0.023333333,NA,0.01,0.186666667,0,0.41,NA,NA,5.966666667,NA,-0.555371275,-0.647080968,-0.100802647,NA,NA,NA,-0.40706698,-0.912213855,-0.452049157,NA,0.524308523,NA,-0.621536056,-0.686916345,-0.1699893,-0.446243611,NA,NA,-0.628290621,NA
UPPER NED WILSON LAKE,1989,23.84285714,0.485714286,0.14,NA,NA,NA,0,0.081428571,0.081428571,NA,0.01,NA,0.01,0.128571429,0,0.442857143,NA,NA,5.857142857,NA,-0.547044278,-0.649253916,0.437776129,NA,NA,NA,-0.40706698,-0.900795368,-0.541792498,NA,-0.238272253,NA,-0.621536056,-0.856264575,-0.1699893,-0.433551891,NA,NA,-0.634015681,NA
UPPER NED WILSON LAKE,1990,29.82,0.57,0.106,NA,NA,NA,0,0.1,0.124,NA,0.014,NA,0.168,0.116,0,0.488,NA,NA,5.92,6.6,-0.514072522,-0.61848497,-0.039919829,NA,NA,NA,-0.40706698,-0.752355042,-0.472628233,NA,-0.00949802,NA,-0.116545145,-0.892910421,-0.1699893,-0.416114571,NA,NA,-0.630729995,-0.52908469
UPPER NED WILSON LAKE,1991,20.9,0.494,0.068,NA,NA,NA,0,0.066,0.12,NA,0.022,NA,0.03,0.09,0,0.4,NA,NA,5.32,6.694,-0.563277982,-0.646229172,-0.573815311,NA,NA,NA,-0.40706698,-1.024115023,-0.479126889,NA,0.448050446,NA,-0.557613156,-0.968700694,-0.1699893,-0.450106308,NA,NA,-0.662093363,-0.339157345
UPPER NED WILSON LAKE,1992,20.62,0.47,0.076,NA,NA,NA,0,0.068,0.126,NA,0,NA,0.04,0.12,0,0.476,NA,NA,5.84,NA,-0.564822548,-0.654990499,-0.461416262,NA,NA,NA,-0.40706698,-1.008129142,-0.469378905,NA,-0.810207836,NA,-0.525651706,-0.881250379,-0.1699893,-0.420749808,NA,NA,-0.634911777,NA
UPPER NED WILSON LAKE,1993,16.01666667,0.353333333,0.078333333,NA,NA,NA,0,0.036666667,0.085,NA,0.008333333,NA,0.02,0.083333333,0,0.318333333,NA,NA,4.45,6.658333333,-0.590215949,-0.697580284,-0.428633206,NA,NA,NA,-0.40706698,-1.258574615,-0.535990127,NA,-0.33359485,NA,-0.589574606,-0.988134098,-0.1699893,-0.48165167,NA,NA,-0.707570247,-0.411221976
UPPER NED WILSON LAKE,1994,26.01666667,0.556666667,0.071666667,NA,NA,NA,0,0.065,0.128333333,NA,0.008333333,NA,0.08,0.105,0,0.521666667,NA,NA,6.316666667,6.445,-0.535052877,-0.623352374,-0.52229908,NA,NA,NA,-0.40706698,-1.032107964,-0.465588023,NA,-0.33359485,NA,-0.397805905,-0.924975537,-0.1699893,-0.403110156,NA,NA,-0.609995323,-0.84226276
UPPER NED WILSON LAKE,1995,13.65,0.318333333,0.035,NA,NA,NA,0,0.061666667,0.075,NA,0.018333333,NA,0.075,0.07,0,0.331666667,NA,NA,3.8,6.248333333,-0.603271209,-0.710357219,-1.037461387,NA,NA,NA,-0.40706698,-1.058751099,-0.552236766,NA,0.238340732,NA,-0.41378663,-1.027000905,-0.1699893,-0.476501407,NA,NA,-0.74154723,-1.239628483
UPPER NED WILSON LAKE,1996,15.81428571,0.364285714,0.065714286,NA,NA,NA,0,0.062857143,0.085714286,NA,0.008571429,NA,0.01,0.108571429,0,0.287142857,NA,NA,4.214285714,6.33,-0.591332345,-0.693582059,-0.605929325,NA,NA,NA,-0.40706698,-1.049235694,-0.534829653,NA,-0.319977336,NA,-0.621536056,-0.914564785,-0.1699893,-0.493699608,NA,NA,-0.719891571,-1.074620682
UPPER NED WILSON LAKE,1997,13.56666667,0.323333333,0.053333333,NA,NA,NA,0,0.046666667,0.08,NA,0,NA,0.01,0.061666667,0,0.285,NA,NA,3.64,6.441666667,-0.603730902,-0.708531943,-0.779880233,NA,NA,NA,-0.40706698,-1.178645209,-0.544113446,NA,-0.810207836,NA,-0.621536056,-1.051292659,-0.1699893,-0.494527329,NA,NA,-0.749910795,-0.848997772
UPPER NED WILSON LAKE,1998,16.13333333,0.37,0.05,NA,NA,NA,0,0.053333333,0.09,NA,0,NA,0.01,0.073333333,0,0.303333333,NA,NA,4.1,6.306666667,-0.58957238,-0.691496029,-0.82671317,NA,NA,NA,-0.40706698,-1.125358938,-0.527866807,NA,-0.810207836,NA,-0.621536056,-1.017284203,-0.1699893,-0.487445717,NA,NA,-0.725865546,-1.121765768
UPPER NED WILSON LAKE,1999,70.65,1.245,0.085,NA,NA,NA,0,0.165,0.225,NA,0.005,NA,0.01,0.14,0,0.395,NA,NA,9.9,6.97,-0.2888417,-0.372072645,-0.334967332,NA,NA,NA,-0.40706698,-0.232813902,-0.308537176,NA,-0.524240044,NA,-0.621536056,-0.822950169,-0.1699893,-0.452037657,NA,NA,-0.422686317,0.21850167
UPPER NED WILSON LAKE,2000,NA,0.5775,0.06,NA,NA,NA,0,0.08,0.1325,NA,0.02,NA,0.01,0.0825,0,0.235,NA,NA,6,6.3625,NA,-0.615747055,-0.686214359,NA,NA,NA,-0.40706698,-0.912213855,-0.45881859,NA,0.333663329,NA,-0.621536056,-0.990563273,-0.1699893,-0.513840816,NA,NA,-0.626548212,-1.008954313
UPPER NED WILSON LAKE,2001,NA,0.4625,0.0725,NA,NA,NA,0,0.1075,0.11,NA,0.02,NA,0.01,0.0875,0,0.28,NA,NA,5.475,6.315,NA,-0.657728414,-0.510590846,NA,NA,NA,-0.40706698,-0.692407987,-0.495373528,NA,0.333663329,NA,-0.621536056,-0.975988221,-0.1699893,-0.496458677,NA,NA,-0.65399116,-1.104928238
